NAME,num_eviction
7317.0,59
7304.01,51
6421.0,50
3840.02,48
3835.01,44
7319.0,40
7320.01,35
7313.0,31
6511.0,29
6402.0,29
6527.0,28
7324.0,27
4134.02,26
3214.0,25
5423.0,25
7316.0,25
6419.0,24
3521.01,24
7106.0,24
6413.0,23
102.03,23
5109.0,23
6507.0,22
7108.0,22
7314.0,22
7612.0,21
7073.0,21
9002.0,21
7312.03,21
2516.0,20
1404.0,20
7107.0,20
3507.0,20
3216.0,20
4223.02,19
6411.01,19
6412.0,19
9001.0,19
6414.0,18
7315.0,18
7325.0,18
6526.0,18
2061.0,18
7105.0,18
7441.02,18
6138.0,17
3831.02,17
5108.0,17
6418.0,17
6410.0,17
6405.0,17
5021.02,16
6409.01,16
7329.01,16
4191.0,16
7311.01,16
7310.02,16
7326.0,16
7327.0,16
7318.0,15
7573.0,15
6420.0,15
7330.0,15
150.02,15
7543.0,15
915.0,14
7544.0,14
7305.0,14
2501.0,14
8012.0,14
3213.0,14
6406.0,14
3834.0,13
6425.0,13
9353.0,13
8023.0,13
6417.0,13
6501.02,13
7312.04,13
909.01,13
6506.0,13
7071.0,12
6519.0,12
6510.01,12
7322.03,12
7110.0,12
7323.02,12
1010.01,12
6505.0,12
913.0,12
6311.0,12
2062.0,12
3119.0,12
3212.0,12
4152.0,12
9213.0,12
153.0,12
3833.0,12
6140.0,11
4224.0,11
4225.01,11
7102.0,11
4180.02,11
902.0,11
5115.0,11
4203.02,11
5302.0,11
2068.0,11
6508.0,11
6512.0,11
8111.01,10
6520.0,10
8021.0,10
8.02,10
8019.02,10
7441.01,10
5442.0,10
1605.02,10
7572.0,10
1005.0,10
6513.0,10
1011.02,10
6422.0,10
2042.0,10
8122.01,10
7092.02,10
7031.0,10
7094.0,10
3501.03,10
3101.0,10
1701.0,10
901.0,10
8122.02,10
3831.01,10
1703.0,9
7121.01,9
8020.0,9
6510.02,9
8019.01,9
8018.0,9
7097.01,9
4135.0,9
6415.0,9
7075.0,9
7096.0,9
1403.0,9
4177.01,9
6514.0,9
7551.0,9
5452.0,9
2069.0,9
7424.02,9
5116.0,9
3112.0,9
7492.0,9
7501.0,9
5107.0,9
5103.0,9
2508.0,9
7033.0,9
3201.04,9
924.0,9
4562.0,8
8001.02,8
8017.0,8
6316.0,8
606.0,8
3103.0,8
3336.0,8
3102.0,8
6509.0,8
3215.0,8
6131.0,8
6111.01,8
3413.0,8
126.02,8
5305.0,8
7101.0,8
921.01,8
3121.0,8
5031.01,8
923.0,8
5021.01,8
4103.0,8
4035.0,8
3426.0,8
7262.0,8
914.0,8
1602.0,8
8118.0,8
6502.01,8
6404.0,8
1003.0,8
6504.0,8
3838.0,8
2071.0,7
3425.0,7
2104.0,7
5401.01,7
3419.02,7
3832.0,7
4123.0,7
3331.0,7
4201.0,7
6408.0,7
3152.0,7
6322.0,7
2601.0,7
5211.01,7
2671.01,7
2609.0,7
2602.0,7
7011.0,7
2060.0,7
801.0,7
1010.02,7
8009.0,7
125.02,7
1402.01,7
1002.0,7
1603.0,7
1605.01,7
8022.0,7
1707.01,7
818.0,7
7092.01,7
815.0,7
811.0,7
7307.0,7
7328.01,7
7542.0,7
7442.0,7
6525.0,7
701.01,7
2058.0,7
916.0,6
5113.01,6
4222.0,6
5112.0,6
1004.0,6
3117.0,6
512.0,6
8004.0,6
5307.0,6
139.0,6
6136.0,6
2523.0,6
904.0,6
5071.04,6
819.0,6
2608.0,6
7304.02,6
7571.0,6
6304.0,6
146.0,6
2512.0,6
3704.0,6
1601.01,6
2056.0,6
8123.0,6
4101.0,6
112.0,6
1604.0,6
8011.01,6
3398.01,6
120.01,6
8211.0,6
4179.01,6
6523.0,6
7231.0,6
8013.0,6
2067.0,6
5102.0,5
5091.02,5
3546.0,5
3523.0,5
7541.0,5
3567.02,5
129.0,5
5104.0,5
406.0,5
405.01,5
7503.0,5
3118.0,5
3515.0,5
413.0,5
3114.0,5
3424.0,5
3501.04,5
7532.0,5
8202.03,5
303.0,5
3825.0,5
133.0,5
4211.0,5
502.0,5
4221.0,5
8014.01,5
138.0,5
3352.0,5
4111.0,5
8026.01,5
8109.01,5
148.0,5
8121.03,5
4421.02,5
4561.02,5
7561.01,5
203.03,5
3414.0,5
3106.02,5
7401.01,5
912.0,5
7322.02,5
6516.0,5
6515.0,5
7074.0,5
919.0,5
920.0,5
7311.02,5
2513.0,5
2511.0,5
1008.0,5
1009.0,5
7303.0,5
5202.01,5
6416.0,5
2021.02,5
1401.02,5
1401.05,5
6424.0,5
7103.0,5
1705.01,5
1705.02,5
7095.02,5
2047.02,5
1802.0,5
6137.0,5
3011.01,5
7391.0,5
2065.0,5
7352.0,5
5211.02,5
704.02,5
5212.01,5
2063.0,5
2682.0,5
705.0,5
2070.0,5
2055.0,5
2604.02,5
7323.01,5
6524.0,5
503.0,5
3836.0,4
9251.0,4
7072.0,4
8110.0,4
3882.0,4
8121.04,4
8132.05,4
7032.0,4
9222.0,4
9011.0,4
8124.03,4
9004.0,4
8201.02,4
6521.0,4
9006.0,4
6533.01,4
6531.01,4
3738.0,4
6518.0,4
5201.0,4
4180.03,4
4112.0,4
6461.03,4
7471.02,4
7392.0,4
5252.03,4
7531.0,4
7372.0,4
7331.02,4
5451.0,4
7328.02,4
5454.0,4
5001.04,4
6301.02,4
7322.01,4
6314.0,4
6315.0,4
7611.0,4
8006.0,4
8008.0,4
4195.0,4
4181.02,4
4180.04,4
7301.0,4
7121.02,4
4178.01,4
4177.02,4
4172.0,4
3514.04,4
1.0,4
3323.0,4
510.0,4
3415.0,4
3412.0,4
3411.02,4
2606.0,4
2607.0,4
3372.01,4
1606.02,4
1801.01,4
2033.02,4
105.0,4
2046.0,4
2663.0,4
3322.0,4
3271.02,4
2107.0,4
3211.0,4
2112.0,4
121.02,4
150.01,4
3104.0,4
3105.0,4
116.0,4
3106.01,4
3125.02,4
3123.0,4
2517.0,4
3113.0,4
7.04,4
1805.0,4
610.0,4
918.0,4
136.0,4
809.0,4
917.0,4
820.0,4
3661.0,3
412.0,3
2082.0,3
6517.0,3
8116.0,3
2525.01,3
6522.0,3
7521.0,3
8113.01,3
7320.02,3
2108.0,3
8111.02,3
4231.0,3
3549.0,3
2064.0,3
8120.01,3
407.02,3
2683.0,3
8002.01,3
903.0,3
8005.0,3
9223.0,3
3334.0,3
6551.0,3
7451.0,3
9009.0,3
4175.02,3
7001.0,3
2045.0,3
4401.0,3
8108.0,3
817.0,3
2505.0,3
9501.0,3
115.0,3
3423.0,3
3502.0,3
2504.0,3
3124.0,3
2506.0,3
2043.0,3
5105.03,3
3514.03,3
2507.0,3
145.0,3
5111.0,3
804.01,3
8025.0,3
6139.02,3
5061.02,3
6442.0,3
2175.0,3
3143.01,3
121.01,3
5011.02,3
2174.0,3
5001.03,3
137.0,3
4571.0,3
6503.0,3
2524.0,3
405.02,3
4431.02,3
407.01,3
2044.0,3
6553.0,3
8125.0,3
8214.0,3
6301.01,3
7291.0,3
7381.0,3
9201.01,3
7241.0,3
3394.0,3
5453.0,3
9121.0,3
3839.01,3
101.0,3
3851.0,3
6141.01,3
7443.0,3
2610.0,3
6102.04,3
8223.0,3
7161.0,3
135.0,3
3685.0,3
3686.0,3
6.02,3
3689.02,3
1101.03,3
7309.01,3
3732.0,3
8224.02,3
3416.0,3
8007.0,3
3652.02,3
6151.0,3
3744.0,3
7373.0,3
7162.0,3
7181.0,3
4001.0,3
1704.0,3
8126.0,3
4151.02,3
8127.01,3
7051.0,3
6313.0,3
5308.01,3
7091.0,3
5114.0,3
103.0,3
9221.0,3
1708.0,3
1707.02,3
1706.01,3
3107.0,3
1606.01,3
134.0,3
7423.0,3
7131.0,3
922.0,3
7402.0,3
8201.01,3
4024.0,3
6321.0,2
6401.0,2
6139.01,2
2532.02,2
6303.0,2
6171.01,2
144.02,2
6312.0,2
2525.02,2
6318.0,2
6403.0,2
7581.02,2
6317.0,2
7613.0,2
8001.01,2
6331.0,2
2531.0,2
2522.02,2
6141.02,2
7601.0,2
9856.0,2
6407.0,2
7431.0,2
1304.04,2
1304.02,2
7151.0,2
7163.0,2
7211.02,2
1204.0,2
1203.01,2
7292.0,2
1202.01,2
7371.0,2
1104.01,2
7365.0,2
1011.01,2
7351.0,2
1006.01,2
1001.0,2
911.0,2
821.0,2
814.0,2
7331.01,2
805.0,2
1702.0,2
1804.0,2
2518.0,2
2003.0,2
2503.0,2
2502.0,2
147.0,2
2217.0,2
151.0,2
6451.01,2
6501.01,2
2173.0,2
401.0,2
2172.01,2
3510.0,2
2109.0,2
2103.0,2
2081.01,2
2066.0,2
2059.0,2
2054.0,2
2052.0,2
6528.0,2
6541.0,2
501.01,2
2542.0,2
2662.0,2
2544.02,2
3324.0,2
8132.06,2
4131.0,2
4134.01,2
8127.02,2
4162.0,2
103.06,2
3344.0,2
4176.02,2
3333.0,2
8002.02,2
4182.0,2
3371.02,2
4194.0,2
4196.0,2
3251.0,2
3224.0,2
3223.0,2
8109.02,2
4431.01,2
3165.0,2
4563.01,2
4563.02,2
8132.09,2
8134.03,2
8103.0,2
9005.0,2
9505.0,2
3513.0,2
3422.01,2
3531.01,2
9342.0,2
3566.02,2
4.02,2
9215.0,2
9214.0,2
3631.04,2
3417.0,2
4012.0,2
3739.0,2
3741.0,2
3822.0,2
3411.01,2
3399.0,2
3835.02,2
8213.0,2
3883.0,2
4004.0,2
4010.0,2
8106.01,2
106.0,2
708.0,2
3111.0,2
5091.01,2
5101.0,2
3125.01,2
5105.01,2
117.0,2
118.01,2
3116.0,2
5110.0,2
8011.02,2
6001.0,2
5113.02,2
127.0,2
5202.02,2
5303.0,2
5221.02,2
8015.03,2
8015.02,2
5251.01,2
5601.0,2
8015.01,2
111.0,2
2603.01,2
8026.02,2
2604.01,2
3131.02,2
6122.0,2
6111.02,2
6102.02,2
6101.0,2
5062.02,2
7382.01,1
711.01,1
509.01,1
143.0,1
507.0,1
8219.01,1
8219.04,1
8210.0,1
612.0,1
7393.0,1
7394.0,1
8207.0,1
8205.0,1
8203.0,1
8003.0,1
8014.02,1
122.0,1
5.02,1
126.01,1
7.01,1
608.0,1
9141.0,1
130.02,1
9313.0,1
5.04,1
7614.0,1
9332.0,1
511.01,1
8202.04,1
8226.06,1
9351.0,1
7362.0,1
7364.0,1
128.0,1
7.03,1
9352.0,1
3.02,1
5.03,1
7361.0,1
203.01,1
7395.0,1
506.0,1
107.0,1
414.0,1
8121.01,1
8120.02,1
8119.0,1
7481.0,1
108.0,1
8115.0,1
410.0,1
409.0,1
8024.0,1
8113.02,1
149.0,1
8112.0,1
108.02,1
109.0,1
110.02,1
7561.02,1
8107.0,1
7552.0,1
8104.04,1
8104.03,1
8101.0,1
7471.01,1
7461.0,1
104.05,1
8016.04,1
101.04,1
7411.01,1
102.04,1
8137.02,1
203.02,1
8133.03,1
505.0,1
8016.03,1
8132.08,1
8132.07,1
8131.01,1
7574.0,1
8130.0,1
120.02,1
504.0,1
8129.02,1
415.02,1
8128.0,1
118.02,1
8124.04,1
8124.01,1
104.03,1
8134.01,1
3509.0,1
803.0,1
3311.02,1
3332.0,1
4178.02,1
3341.0,1
4176.01,1
4175.01,1
4171.0,1
4164.0,1
4163.0,1
3351.0,1
4141.0,1
3353.01,1
2.01,1
4132.0,1
3363.0,1
4121.0,1
4113.02,1
3364.01,1
3364.02,1
4104.0,1
4179.02,1
3281.0,1
4061.02,1
4192.0,1
3141.01,1
5022.0,1
3155.0,1
3164.0,1
5001.01,1
3171.02,1
4422.02,1
4422.01,1
3173.02,1
4412.02,1
4225.02,1
3183.0,1
3184.0,1
3221.0,1
4212.0,1
3231.0,1
4203.01,1
4202.02,1
4193.0,1
3371.01,1
4061.01,1
5062.03,1
3688.0,1
3641.01,1
3632.02,1
3631.02,1
3612.0,1
3591.0,1
3585.0,1
3583.0,1
3578.0,1
3576.0,1
3573.0,1
3418.0,1
3561.0,1
3548.0,1
3421.01,1
3543.0,1
3538.0,1
3530.0,1
3421.02,1
3512.03,1
3683.0,1
3691.0,1
4051.0,1
3703.0,1
4041.0,1
4034.0,1
4025.0,1
4009.0,1
4006.0,1
3373.0,1
3881.0,1
3852.02,1
3852.01,1
3381.0,1
3391.0,1
3837.0,1
3395.0,1
3401.0,1
3823.0,1
3746.0,1
3745.0,1
3742.0,1
3731.0,1
5031.02,1
5062.04,1
810.01,1
1402.02,1
7097.02,1
7095.01,1
2001.0,1
2011.0,1
2021.01,1
2041.02,1
6552.0,1
6532.03,1
2047.01,1
2053.0,1
2083.0,1
2092.0,1
2101.0,1
2102.0,1
2105.0,1
2111.0,1
2121.0,1
2131.0,1
6502.02,1
7104.0,1
1401.07,1
6451.03,1
1303.0,1
812.0,1
813.0,1
906.0,1
1007.0,1
7309.02,1
7308.01,1
1102.01,1
7306.0,1
1103.01,1
1106.07,1
1201.04,1
7302.0,1
7284.0,1
7283.0,1
7281.0,1
7271.0,1
7211.01,1
7201.0,1
1301.0,1
6461.01,1
2176.0,1
5081.01,1
2611.01,1
5421.02,1
5421.01,1
5401.02,1
2621.0,1
2661.0,1
5261.0,1
5251.04,1
5232.02,1
5231.0,1
5221.01,1
5212.02,1
2684.0,1
3001.0,1
3011.02,1
5117.01,1
3120.0,1
5105.02,1
3131.01,1
5081.02,1
2611.02,1
6002.03,1
2201.01,1
6002.04,1
2214.0,1
2215.0,1
2219.02,1
2231.0,1
2509.0,1
2515.0,1
2521.01,1
2522.01,1
2526.01,1
2526.02,1
2526.03,1
6302.0,1
6171.02,1
2541.0,1
2543.01,1
6134.0,1
6133.0,1
6121.0,1
6112.02,1
2114.02,1
